id,name,description,chart_template_id:id,type_tax_use,amount,sequence,price_include,tax_group_id:id,invoice_repartition_line_ids/id,invoice_repartition_line_ids/repartition_type,invoice_repartition_line_ids/factor_percent,invoice_repartition_line_ids/account_id:id,refund_repartition_line_ids/id,refund_repartition_line_ids/repartition_type,refund_repartition_line_ids/factor_percent,refund_repartition_line_ids/account_id:id
tax_tem_niif_sol_rteiva_2_5gt,RteIva 2.5%,RteIva2.5%,chart_template_niif_solidario,sale,-2.5,122,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_rteiva_2_5gt,base,,,tax_tem_niif_sol_base_sol_rteiva_2_5gt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rteiva_2_5gt,tax,100,niif_sol_164015,tax_tem_niif_sol_tax_sol_rteiva_2_5gt_rfnd,tax,100,niif_sol_164015
tax_tem_niif_sol_aurva_2_5gt_sl,AuRva 2.5%/,AuRva2.5%/,chart_template_niif_solidario,sale,-2.5,123,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_aurva_2_5gt_sl,base,,,tax_tem_niif_sol_base_sol_aurva_2_5gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurva_2_5gt_sl,tax,100,niif_sol_250595,tax_tem_niif_sol_tax_sol_aurva_2_5gt_sl_rfnd,tax,100,niif_sol_250595
tax_tem_niif_sol_rteiva_2_5lt,RteIva 2.5%<,RteIva2.5%,chart_template_niif_solidario,purchase,-2.5,124,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_rteiva_2_5lt,base,,,tax_tem_niif_sol_base_sol_rteiva_2_5lt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rteiva_2_5lt,tax,100,niif_sol_164015,tax_tem_niif_sol_tax_sol_rteiva_2_5lt_rfnd,tax,100,niif_sol_164015
tax_tem_niif_sol_aurva_5gt_bs,AuRva 5%\,AuRva5%\,chart_template_niif_solidario,sale,5,125,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_aurva_5gt_bs,base,,,tax_tem_niif_sol_base_sol_aurva_5gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurva_5gt_bs,tax,100,niif_sol_164015,tax_tem_niif_sol_tax_sol_aurva_5gt_bs_rfnd,tax,100,niif_sol_164015
tax_tem_niif_sol_rteiva_5gt,RteIva 5%,RteIva5%,chart_template_niif_solidario,sale,-5,126,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_rteiva_5gt,base,,,tax_tem_niif_sol_base_sol_rteiva_5gt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rteiva_5gt,tax,100,niif_sol_164015,tax_tem_niif_sol_tax_sol_rteiva_5gt_rfnd,tax,100,niif_sol_164015
tax_tem_niif_sol_aurva_5gt_sl,AuRva 5%/,AuRva5%/,chart_template_niif_solidario,sale,-5,127,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_aurva_5gt_sl,base,,,tax_tem_niif_sol_base_sol_aurva_5gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurva_5gt_sl,tax,100,niif_sol_250595,tax_tem_niif_sol_tax_sol_aurva_5gt_sl_rfnd,tax,100,niif_sol_250595
tax_tem_niif_sol_rteiva_5lt,RteIva 5%<,RteIva5%,chart_template_niif_solidario,purchase,-5,128,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_rteiva_5lt,base,,,tax_tem_niif_sol_base_sol_rteiva_5lt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rteiva_5lt,tax,100,niif_sol_164015,tax_tem_niif_sol_tax_sol_rteiva_5lt_rfnd,tax,100,niif_sol_164015
tax_tem_niif_sol_aurva_2_4gt_bs,AuRva 2.4%\,AuRva2.4%\,chart_template_niif_solidario,sale,2.4,129,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_aurva_2_4gt_bs,base,,,tax_tem_niif_sol_base_sol_aurva_2_4gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurva_2_4gt_bs,tax,100,niif_sol_164015,tax_tem_niif_sol_tax_sol_aurva_2_4gt_bs_rfnd,tax,100,niif_sol_164015
tax_tem_niif_sol_rteiva_2_4gt,RteIva 2.4%,RteIva2.4%,chart_template_niif_solidario,sale,-2.4,130,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_rteiva_2_4gt,base,,,tax_tem_niif_sol_base_sol_rteiva_2_4gt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rteiva_2_4gt,tax,100,niif_sol_164015,tax_tem_niif_sol_tax_sol_rteiva_2_4gt_rfnd,tax,100,niif_sol_164015
tax_tem_niif_sol_aurva_2_4gt_sl,AuRva 2.4%/,AuRva2.4%/,chart_template_niif_solidario,sale,-2.4,131,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_aurva_2_4gt_sl,base,,,tax_tem_niif_sol_base_sol_aurva_2_4gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurva_2_4gt_sl,tax,100,niif_sol_250595,tax_tem_niif_sol_tax_sol_aurva_2_4gt_sl_rfnd,tax,100,niif_sol_250595
tax_tem_niif_sol_rteiva_2_4lt,RteIva 2.4%<,RteIva2.4%,chart_template_niif_solidario,purchase,-2.4,132,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_rteiva_2_4lt,base,,,tax_tem_niif_sol_base_sol_rteiva_2_4lt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rteiva_2_4lt,tax,100,niif_sol_164015,tax_tem_niif_sol_tax_sol_rteiva_2_4lt_rfnd,tax,100,niif_sol_164015
tax_tem_niif_sol_aurva_8gt_bs,AuRva 8%\,AuRva8%\,chart_template_niif_solidario,sale,8,133,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_aurva_8gt_bs,base,,,tax_tem_niif_sol_base_sol_aurva_8gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurva_8gt_bs,tax,100,niif_sol_164015,tax_tem_niif_sol_tax_sol_aurva_8gt_bs_rfnd,tax,100,niif_sol_164015
tax_tem_niif_sol_rteiva_8gt,RteIva 8%,RteIva8%,chart_template_niif_solidario,sale,-8,134,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_rteiva_8gt,base,,,tax_tem_niif_sol_base_sol_rteiva_8gt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rteiva_8gt,tax,100,niif_sol_164015,tax_tem_niif_sol_tax_sol_rteiva_8gt_rfnd,tax,100,niif_sol_164015
tax_tem_niif_sol_aurva_8gt_sl,AuRva 8%/,AuRva8%/,chart_template_niif_solidario,sale,-8,135,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_aurva_8gt_sl,base,,,tax_tem_niif_sol_base_sol_aurva_8gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurva_8gt_sl,tax,100,niif_sol_250595,tax_tem_niif_sol_tax_sol_aurva_8gt_sl_rfnd,tax,100,niif_sol_250595
tax_tem_niif_sol_rteiva_8lt,RteIva 8%<,RteIva8%,chart_template_niif_solidario,purchase,-8,136,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_rteiva_8lt,base,,,tax_tem_niif_sol_base_sol_rteiva_8lt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rteiva_8lt,tax,100,niif_sol_164015,tax_tem_niif_sol_tax_sol_rteiva_8lt_rfnd,tax,100,niif_sol_164015
tax_tem_niif_sol_aurva_16gt_bs,AuRva 16%\,AuRva16%\,chart_template_niif_solidario,sale,-16,137,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_aurva_16gt_bs,base,,,tax_tem_niif_sol_base_sol_aurva_16gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurva_16gt_bs,tax,100,niif_sol_164015,tax_tem_niif_sol_tax_sol_aurva_16gt_bs_rfnd,tax,100,niif_sol_164015
tax_tem_niif_sol_rteiva_16gt,RteIva 16%,RteIva16%,chart_template_niif_solidario,sale,-16,138,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_rteiva_16gt,base,,,tax_tem_niif_sol_base_sol_rteiva_16gt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rteiva_16gt,tax,100,niif_sol_164015,tax_tem_niif_sol_tax_sol_rteiva_16gt_rfnd,tax,100,niif_sol_164015
tax_tem_niif_sol_aurva_16gt_sl,AuRva 16%/,AuRva16%/,chart_template_niif_solidario,sale,16,139,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_aurva_16gt_sl,base,,,tax_tem_niif_sol_base_sol_aurva_16gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurva_16gt_sl,tax,100,niif_sol_250595,tax_tem_niif_sol_tax_sol_aurva_16gt_sl_rfnd,tax,100,niif_sol_250595
tax_tem_niif_sol_rteiva_16lt,RteIva 16%<,RteIva16%,chart_template_niif_solidario,purchase,-16,140,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_rteiva_16lt,base,,,tax_tem_niif_sol_base_sol_rteiva_16lt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rteiva_16lt,tax,100,niif_sol_164015,tax_tem_niif_sol_tax_sol_rteiva_16lt_rfnd,tax,100,niif_sol_164015
tax_tem_niif_sol_aurva_2_85gt_bs,AuRva 2.85%\,AuRva2.85%\,chart_template_niif_solidario,sale,2.85,141,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_aurva_2_85gt_bs,base,,,tax_tem_niif_sol_base_sol_aurva_2_85gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurva_2_85gt_bs,tax,100,niif_sol_164015,tax_tem_niif_sol_tax_sol_aurva_2_85gt_bs_rfnd,tax,100,niif_sol_164015
tax_tem_niif_sol_rteiva_2_85gt,RteIva 2.85%,RteIva2.85%,chart_template_niif_solidario,sale,-2.85,142,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_rteiva_2_85gt,base,,,tax_tem_niif_sol_base_sol_rteiva_2_85gt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rteiva_2_85gt,tax,100,niif_sol_164015,tax_tem_niif_sol_tax_sol_rteiva_2_85gt_rfnd,tax,100,niif_sol_164015
tax_tem_niif_sol_aurva_2_85gt_sl,AuRva 2.85%/,AuRva2.85%/,chart_template_niif_solidario,sale,-2.85,143,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_aurva_2_85gt_sl,base,,,tax_tem_niif_sol_base_sol_aurva_2_85gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurva_2_85gt_sl,tax,100,niif_sol_250595,tax_tem_niif_sol_tax_sol_aurva_2_85gt_sl_rfnd,tax,100,niif_sol_250595
tax_tem_niif_sol_rteiva_2_85lt,RteIva 2.85%<,RteIva2.85%,chart_template_niif_solidario,purchase,-2.85,144,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_rteiva_2_85lt,base,,,tax_tem_niif_sol_base_sol_rteiva_2_85lt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rteiva_2_85lt,tax,100,niif_sol_164015,tax_tem_niif_sol_tax_sol_rteiva_2_85lt_rfnd,tax,100,niif_sol_164015
tax_tem_niif_sol_aurva_9_5gt_bs,AuRva 9.5%\,AuRva9.5%\,chart_template_niif_solidario,sale,9.5,145,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_aurva_9_5gt_bs,base,,,tax_tem_niif_sol_base_sol_aurva_9_5gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurva_9_5gt_bs,tax,100,niif_sol_164015,tax_tem_niif_sol_tax_sol_aurva_9_5gt_bs_rfnd,tax,100,niif_sol_164015
tax_tem_niif_sol_rteiva_9_5gt,RteIva 9.5%,RteIva9.5%,chart_template_niif_solidario,sale,-9.5,146,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_rteiva_9_5gt,base,,,tax_tem_niif_sol_base_sol_rteiva_9_5gt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rteiva_9_5gt,tax,100,niif_sol_164015,tax_tem_niif_sol_tax_sol_rteiva_9_5gt_rfnd,tax,100,niif_sol_164015
tax_tem_niif_sol_aurva_9_5gt_sl,AuRva 9.5%/,AuRva9.5%/,chart_template_niif_solidario,sale,-9.5,147,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_aurva_9_5gt_sl,base,,,tax_tem_niif_sol_base_sol_aurva_9_5gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurva_9_5gt_sl,tax,100,niif_sol_250595,tax_tem_niif_sol_tax_sol_aurva_9_5gt_sl_rfnd,tax,100,niif_sol_250595
tax_tem_niif_sol_rteiva_9_5lt,RteIva 9.5%<,RteIva9.5%,chart_template_niif_solidario,purchase,-9.5,148,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_rteiva_9_5lt,base,,,tax_tem_niif_sol_base_sol_rteiva_9_5lt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rteiva_9_5lt,tax,100,niif_sol_164015,tax_tem_niif_sol_tax_sol_rteiva_9_5lt_rfnd,tax,100,niif_sol_164015
tax_tem_niif_sol_aurva_19gt_bs,AuRva 19%\,AuRva19%\,chart_template_niif_solidario,sale,19,149,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_aurva_19gt_bs,base,,,tax_tem_niif_sol_base_sol_aurva_19gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurva_19gt_bs,tax,100,niif_sol_164015,tax_tem_niif_sol_tax_sol_aurva_19gt_bs_rfnd,tax,100,niif_sol_164015
tax_tem_niif_sol_rteiva_19gt,RteIva 19%,RteIva19%,chart_template_niif_solidario,sale,-19,150,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_rteiva_19gt,base,,,tax_tem_niif_sol_base_sol_rteiva_19gt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rteiva_19gt,tax,100,niif_sol_164015,tax_tem_niif_sol_tax_sol_rteiva_19gt_rfnd,tax,100,niif_sol_164015
tax_tem_niif_sol_aurva_19gt_sl,AuRva 19%/,AuRva19%/,chart_template_niif_solidario,sale,-19,151,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_aurva_19gt_sl,base,,,tax_tem_niif_sol_base_sol_aurva_19gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurva_19gt_sl,tax,100,niif_sol_250595,tax_tem_niif_sol_tax_sol_aurva_19gt_sl_rfnd,tax,100,niif_sol_250595
tax_tem_niif_sol_rteiva_19lt,RteIva 19%nr<,RteIva19%nr,chart_template_niif_solidario,purchase,-19,152,FALSE,tax_group_rteiva_05,tax_tem_niif_sol_base_sol_rteiva_19lt,base,,,tax_tem_niif_sol_base_sol_rteiva_19lt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rteiva_19lt,tax,100,niif_sol_164015,tax_tem_niif_sol_tax_sol_rteiva_19lt_rfnd,tax,100,niif_sol_164015
tax_tem_niif_sol_aurte_1gt_bs,AuRte 1%\,AuRte1%\,chart_template_niif_solidario,sale,1,153,FALSE,tax_group_rtefte_08,tax_tem_niif_sol_base_sol_aurte_1gt_bs,base,,,tax_tem_niif_sol_base_sol_aurte_1gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurte_1gt_bs,tax,100,niif_sol_243565,tax_tem_niif_sol_tax_sol_aurte_1gt_bs_rfnd,tax,100,niif_sol_243565
tax_tem_niif_sol_rtefte_1gt,RteFte 1%,RteFte1%,chart_template_niif_solidario,sale,-1,154,FALSE,tax_group_rtefte_08,tax_tem_niif_sol_base_sol_rtefte_1gt,base,,,tax_tem_niif_sol_base_sol_rtefte_1gt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rtefte_1gt,tax,100,niif_sol_250595,tax_tem_niif_sol_tax_sol_rtefte_1gt_rfnd,tax,100,niif_sol_250595
tax_tem_niif_sol_aurte_1gt_sl,AuRte 1%/,AuRte1%/,chart_template_niif_solidario,sale,-1,155,FALSE,tax_group_rtefte_08,tax_tem_niif_sol_base_sol_aurte_1gt_sl,base,,,tax_tem_niif_sol_base_sol_aurte_1gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurte_1gt_sl,tax,100,niif_sol_164005,tax_tem_niif_sol_tax_sol_aurte_1gt_sl_rfnd,tax,100,niif_sol_164005
tax_tem_niif_sol_rtefte_1lt,RteFte 1%<,RteFte1%,chart_template_niif_solidario,purchase,-1,156,FALSE,tax_group_rtefte_08,tax_tem_niif_sol_base_sol_rtefte_1lt,base,,,tax_tem_niif_sol_base_sol_rtefte_1lt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rtefte_1lt,tax,100,niif_sol_250595,tax_tem_niif_sol_tax_sol_rtefte_1lt_rfnd,tax,100,niif_sol_250595
tax_tem_niif_sol_aurte_1_5gt_bs,AuRte 1.5%\,AuRte1.5%\,chart_template_niif_solidario,sale,1.5,157,FALSE,tax_group_rtefte_08,tax_tem_niif_sol_base_sol_aurte_1_5gt_bs,base,,,tax_tem_niif_sol_base_sol_aurte_1_5gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurte_1_5gt_bs,tax,100,niif_sol_243565,tax_tem_niif_sol_tax_sol_aurte_1_5gt_bs_rfnd,tax,100,niif_sol_243565
tax_tem_niif_sol_rtefte_1_5gt,RteFte 1.5%,RteFte1.5%,chart_template_niif_solidario,sale,-1.5,158,FALSE,tax_group_rtefte_08,tax_tem_niif_sol_base_sol_rtefte_1_5gt,base,,,tax_tem_niif_sol_base_sol_rtefte_1_5gt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rtefte_1_5gt,tax,100,niif_sol_250595,tax_tem_niif_sol_tax_sol_rtefte_1_5gt_rfnd,tax,100,niif_sol_250595
tax_tem_niif_sol_aurte_1_5gt_sl,AuRte 1.5%/,AuRte1.5%/,chart_template_niif_solidario,sale,-1.5,159,FALSE,tax_group_rtefte_08,tax_tem_niif_sol_base_sol_aurte_1_5gt_sl,base,,,tax_tem_niif_sol_base_sol_aurte_1_5gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurte_1_5gt_sl,tax,100,niif_sol_164005,tax_tem_niif_sol_tax_sol_aurte_1_5gt_sl_rfnd,tax,100,niif_sol_164005
tax_tem_niif_sol_rtefte_1_5lt,RteFte 1.5%<,RteFte1.5%,chart_template_niif_solidario,purchase,-1.5,160,FALSE,tax_group_rtefte_08,tax_tem_niif_sol_base_sol_rtefte_1_5lt,base,,,tax_tem_niif_sol_base_sol_rtefte_1_5lt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rtefte_1_5lt,tax,100,niif_sol_250595,tax_tem_niif_sol_tax_sol_rtefte_1_5lt_rfnd,tax,100,niif_sol_250595
tax_tem_niif_sol_aurte_2gt_bs,AuRte 2%\,AuRte2%\,chart_template_niif_solidario,sale,2,161,FALSE,tax_group_rtefte_08,tax_tem_niif_sol_base_sol_aurte_2gt_bs,base,,,tax_tem_niif_sol_base_sol_aurte_2gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurte_2gt_bs,tax,100,niif_sol_243565,tax_tem_niif_sol_tax_sol_aurte_2gt_bs_rfnd,tax,100,niif_sol_243565
tax_tem_niif_sol_rtefte_2gt,RteFte 2%,RteFte2%,chart_template_niif_solidario,sale,2,162,FALSE,tax_group_rtefte_08,tax_tem_niif_sol_base_sol_rtefte_2gt,base,,,tax_tem_niif_sol_base_sol_rtefte_2gt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rtefte_2gt,tax,100,niif_sol_250595,tax_tem_niif_sol_tax_sol_rtefte_2gt_rfnd,tax,100,niif_sol_250595
tax_tem_niif_sol_aurte_2gt_sl,AuRte 2%/,AuRte2%/,chart_template_niif_solidario,sale,-2,163,FALSE,tax_group_rtefte_08,tax_tem_niif_sol_base_sol_aurte_2gt_sl,base,,,tax_tem_niif_sol_base_sol_aurte_2gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurte_2gt_sl,tax,100,niif_sol_164005,tax_tem_niif_sol_tax_sol_aurte_2gt_sl_rfnd,tax,100,niif_sol_164005
tax_tem_niif_sol_rtefte_2lt,RteFte 2%<,RteFte2%,chart_template_niif_solidario,purchase,-2,164,FALSE,tax_group_rtefte_08,tax_tem_niif_sol_base_sol_rtefte_2lt,base,,,tax_tem_niif_sol_base_sol_rtefte_2lt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rtefte_2lt,tax,100,niif_sol_250595,tax_tem_niif_sol_tax_sol_rtefte_2lt_rfnd,tax,100,niif_sol_250595
tax_tem_niif_sol_aurte_2_5gt_bs,AuRte 2.5%\,AuRte2.5%\,chart_template_niif_solidario,sale,2.5,165,FALSE,tax_group_rtefte_08,tax_tem_niif_sol_base_sol_aurte_2_5gt_bs,base,,,tax_tem_niif_sol_base_sol_aurte_2_5gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurte_2_5gt_bs,tax,100,niif_sol_243565,tax_tem_niif_sol_tax_sol_aurte_2_5gt_bs_rfnd,tax,100,niif_sol_243565
tax_tem_niif_sol_rtefte_2_5gt,RteFte 2.5%,RteFte2.5%,chart_template_niif_solidario,sale,-2.5,166,FALSE,tax_group_rtefte_08,tax_tem_niif_sol_base_sol_rtefte_2_5gt,base,,,tax_tem_niif_sol_base_sol_rtefte_2_5gt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rtefte_2_5gt,tax,100,niif_sol_250595,tax_tem_niif_sol_tax_sol_rtefte_2_5gt_rfnd,tax,100,niif_sol_250595
tax_tem_niif_sol_aurte_2_5gt_sl,AuRte 2.5%/,AuRte2.5%/,chart_template_niif_solidario,sale,-2.5,167,FALSE,tax_group_rtefte_08,tax_tem_niif_sol_base_sol_aurte_2_5gt_sl,base,,,tax_tem_niif_sol_base_sol_aurte_2_5gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurte_2_5gt_sl,tax,100,niif_sol_164005,tax_tem_niif_sol_tax_sol_aurte_2_5gt_sl_rfnd,tax,100,niif_sol_164005
tax_tem_niif_sol_rtefte_2_5lt,RteFte 2.5%<,RteFte2.5%,chart_template_niif_solidario,purchase,-2.5,168,FALSE,tax_group_rtefte_08,tax_tem_niif_sol_base_sol_rtefte_2_5lt,base,,,tax_tem_niif_sol_base_sol_rtefte_2_5lt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rtefte_2_5lt,tax,100,niif_sol_250595,tax_tem_niif_sol_tax_sol_rtefte_2_5lt_rfnd,tax,100,niif_sol_250595
tax_tem_niif_sol_aurte_3gt_bs,AuRte 3%\,AuRte3%\,chart_template_niif_solidario,sale,3,169,FALSE,tax_group_rtefte_08,tax_tem_niif_sol_base_sol_aurte_3gt_bs,base,,,tax_tem_niif_sol_base_sol_aurte_3gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurte_3gt_bs,tax,100,niif_sol_243565,tax_tem_niif_sol_tax_sol_aurte_3gt_bs_rfnd,tax,100,niif_sol_243565
tax_tem_niif_sol_rtefte_3gt,RteFte 3%,RteFte3%,chart_template_niif_solidario,sale,-3,170,FALSE,tax_group_rtefte_08,tax_tem_niif_sol_base_sol_rtefte_3gt,base,,,tax_tem_niif_sol_base_sol_rtefte_3gt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rtefte_3gt,tax,100,niif_sol_250595,tax_tem_niif_sol_tax_sol_rtefte_3gt_rfnd,tax,100,niif_sol_250595
tax_tem_niif_sol_aurte_3gt_sl,AuRte 3%/,AuRte3%/,chart_template_niif_solidario,sale,-3,171,FALSE,tax_group_rtefte_08,tax_tem_niif_sol_base_sol_aurte_3gt_sl,base,,,tax_tem_niif_sol_base_sol_aurte_3gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurte_3gt_sl,tax,100,niif_sol_164005,tax_tem_niif_sol_tax_sol_aurte_3gt_sl_rfnd,tax,100,niif_sol_164005
tax_tem_niif_sol_rtefte_3lt,RteFte 3%<,RteFte3%,chart_template_niif_solidario,purchase,-3,172,FALSE,tax_group_rtefte_08,tax_tem_niif_sol_base_sol_rtefte_3lt,base,,,tax_tem_niif_sol_base_sol_rtefte_3lt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rtefte_3lt,tax,100,niif_sol_250595,tax_tem_niif_sol_tax_sol_rtefte_3lt_rfnd,tax,100,niif_sol_250595
tax_tem_niif_sol_aurte_3_5gt_bs,AuRte 3.5%\,AuRte3.5%\,chart_template_niif_solidario,sale,3.5,173,FALSE,tax_group_rtefte_08,tax_tem_niif_sol_base_sol_aurte_3_5gt_bs,base,,,tax_tem_niif_sol_base_sol_aurte_3_5gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurte_3_5gt_bs,tax,100,niif_sol_243565,tax_tem_niif_sol_tax_sol_aurte_3_5gt_bs_rfnd,tax,100,niif_sol_243565
tax_tem_niif_sol_rtefte_3_5gt,RteFte 3.5%,RteFte3.5%,chart_template_niif_solidario,sale,-3.5,174,FALSE,tax_group_rtefte_08,tax_tem_niif_sol_base_sol_rtefte_3_5gt,base,,,tax_tem_niif_sol_base_sol_rtefte_3_5gt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rtefte_3_5gt,tax,100,niif_sol_250595,tax_tem_niif_sol_tax_sol_rtefte_3_5gt_rfnd,tax,100,niif_sol_250595
tax_tem_niif_sol_aurte_3_5gt_sl,AuRte 3.5%/,AuRte3.5%/,chart_template_niif_solidario,sale,-3.5,175,FALSE,tax_group_rtefte_08,tax_tem_niif_sol_base_sol_aurte_3_5gt_sl,base,,,tax_tem_niif_sol_base_sol_aurte_3_5gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_aurte_3_5gt_sl,tax,100,niif_sol_164005,tax_tem_niif_sol_tax_sol_aurte_3_5gt_sl_rfnd,tax,100,niif_sol_164005
tax_tem_niif_sol_rtefte_3_5lt,RteFte 3.5%<,RteFte3.5%,chart_template_niif_solidario,purchase,-3.5,176,FALSE,tax_group_rtefte_08,tax_tem_niif_sol_base_sol_rtefte_3_5lt,base,,,tax_tem_niif_sol_base_sol_rtefte_3_5lt_rfnd,base,,
,,,,,,,,,tax_tem_niif_sol_tax_sol_rtefte_3_5lt,tax,100,niif_sol_250595,tax_tem_niif_sol_tax_sol_rtefte_3_5lt_rfnd,tax,100,niif_sol_250595
tax_tem_niif_sol_aurte_4gt_bs,AuRte 4%\,AuRte4%\,chart_template_niif_solidario,sale,4,177,FALSE,tax_group_rtefte_08,tax_tem_niif_sol_base_sol_aurte_4gt_bs,base,,,tax_tem_niif_sol_base_sol_aurte_4gt_bs_rfnd,base,,
